"HAULJOIN","VESSEL","CRUISE","HAUL","STATIONID","GEAR","HAUL_TYPE","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS"
-23959,134,202401,232,"I-01",44,20,68580,1,NA,82,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,76.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,66.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,78.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,71.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,60.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,79.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,61,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,79.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,60.5,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,60.6,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,76.1,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,66.9,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,61.9,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,57.2,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,64,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,60.9,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,79.6,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,79,2,0,0,0,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,76,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,73.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,78.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,70.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,81.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1.38018,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,2,NA,61,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,2,NA,78.8,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,2,NA,58.2,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,2,NA,63.1,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,2,NA,58.4,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,62.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,57,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,60.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,71.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,62.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,66,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,62.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,74.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,71.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,56.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,62.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,59.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,52,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,58.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,63.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,65.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,79,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,68.2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,77.3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,73.2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,68.4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,64.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,62.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,93.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,66.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,72.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,64.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,62.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,58.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,69.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,70.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,61,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,83.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,60.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,81.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,83.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,83.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,70.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,65.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,76.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,79.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,69.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,70.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,64.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,109.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,103.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,94.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,100.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,88.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,115,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,87.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,94.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,94.6,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,83.9,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,96.6,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,101.2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,90.6,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,94.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,94.7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,96.2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,83.6,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,96.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,107.2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,91.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,93.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,96.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,117.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,112.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,108.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,89.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,88.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,88.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,117,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,104.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,90.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68580,1,NA,118.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,28.9,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,31.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,32.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,19.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,31.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,26.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,33.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,34,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,34.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,31.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,28.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23966,134,202401,235,"H-20",44,20,68560,1,NA,31.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,57.8,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,47.9,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,42.5,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,56.7,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,50.6,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,61,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,55.9,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,62.6,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,41.6,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,53.9,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,46.8,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,44.9,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,55.6,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68580,2,NA,32.2,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,1,NA,61,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,1,NA,55.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,1,NA,57.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,1,NA,62.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,1,NA,61.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,2,NA,25.2,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,2,NA,63.3,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68560,2,NA,57,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,50.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,58.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,67.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,58,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,64.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,57.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,57.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,50.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,53.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,56.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,56.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,59.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,56.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,45.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,66.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,1,NA,52.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,50.1,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,59.6,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,42.1,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,56.1,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,56.7,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,56.1,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,56.2,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23952,134,202401,229,"K-20",44,20,68590,2,NA,59.8,2,0,0,0,NA,NA,NA,NA,NA,1.32422,NA,NA,NA
-23953,134,202401,230,"K-19",44,20,68580,1,NA,59.7,2,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,79.1,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,82.7,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,82.7,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,85,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,76.3,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,76.1,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,75,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,78,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,78.8,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,81.2,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,78.3,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,72.3,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,81.1,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,2,NA,82.2,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,2,NA,64.8,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,2,NA,71,2,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,2,NA,75.2,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,100.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,113,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,93.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,101.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,95.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68580,1,NA,101.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,100.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,86.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,92,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,97.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,105.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,109.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,123.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,91.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68590,1,NA,102.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,1,NA,100.3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,1,NA,128.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,1,NA,129,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23959,134,202401,232,"I-01",44,20,68560,1,NA,139.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
