"HAULJOIN","CRUISE","VESSEL","HAUL","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","SAMPLING_FACTOR","CHELA_HEIGHT","STATIONID"
821848,199501,88,227,68560,1,NA,149,2,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,110,2,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,69,2,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,113,2,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,127,3,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,107,3,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,95,4,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,103,4,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,105,4,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,124,4,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,133,4,1,NA,"F-05"
821848,199501,88,227,68560,1,NA,107,4,1,NA,"F-05"
821839,199501,88,215,68580,1,NA,87,2,1,NA,"G-02"
821839,199501,88,215,68580,1,NA,82,2,1,NA,"G-02"
821839,199501,88,215,68580,1,NA,90,2,1,NA,"G-02"
821839,199501,88,215,68580,1,NA,92,2,1,NA,"G-02"
821839,199501,88,215,68580,1,NA,79,2,1,NA,"G-02"
821839,199501,88,215,68580,1,NA,94,2,1,NA,"G-02"
821839,199501,88,215,68580,1,NA,99,2,1,NA,"G-02"
821854,199501,88,233,68580,1,NA,75,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,98,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,104,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,96,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,85,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,94,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,91,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,96,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,95,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,100,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,83,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,97,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,99,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,98,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,108,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,108,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,80,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,98,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,80,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,94,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,98,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,92,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,97,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,102,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,104,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,92,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,108,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,111,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,101,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,94,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,85,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,94,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,86,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,87,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,122,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,89,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,91,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,108,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,108,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,120,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,100,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,96,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,108,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,113,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,87,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,111,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,76,2,1,NA,"F-05"
821854,199501,88,233,68580,1,NA,98,2,1,NA,"F-05"
821854,199501,88,233,68560,1,NA,117,4,1,NA,"F-05"
821854,199501,88,233,68560,1,NA,89,4,1,NA,"F-05"
821854,199501,88,233,68560,1,NA,113,4,1,NA,"F-05"
821854,199501,88,233,68560,1,NA,109,4,1,NA,"F-05"
821854,199501,88,233,68560,2,NA,83,4,1,NA,"F-05"
821854,199501,88,233,68560,2,NA,84,1,1,NA,"F-05"
821854,199501,88,233,68560,2,NA,45,2,1,NA,"F-05"
821854,199501,88,233,68560,2,NA,40,2,1,NA,"F-05"
821854,199501,88,233,68560,2,NA,38,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,103,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,98,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,94,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,85,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,89,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,95,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,95,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,97,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,107,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,90,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,88,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,102,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,107,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,103,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,90,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,92,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,94,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,96,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,93,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,105,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,85,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,101,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,85,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,88,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,76,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,87,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,95,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,82,2,1,NA,"F-05"
821855,199501,88,234,68580,1,NA,93,2,1,NA,"F-05"
816206,199501,89,228,68580,1,NA,65,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,53,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,73,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,70,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,76,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,62,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,80,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,72,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,100,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,62,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,81,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,68,3,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,77,4,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,78,4,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,76,4,1,NA,"G-02"
816206,199501,89,228,68580,1,NA,77,4,1,NA,"G-02"
816206,199501,89,228,68580,2,NA,67,2,1,NA,"G-02"
816206,199501,89,228,68580,2,NA,64,3,1,NA,"G-02"
816207,199501,89,229,68560,1,NA,82,4,1,NA,"G-02"
816207,199501,89,229,68560,1,NA,72,4,1,NA,"G-02"
816207,199501,89,229,68560,2,NA,56,2,1,NA,"G-02"
816207,199501,89,229,68560,2,NA,45,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,85,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,103,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,92,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,101,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,89,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,83,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,94,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,82,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,70,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,88,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,95,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,83,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,93,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,106,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,97,2,1,NA,"G-02"
816207,199501,89,229,68580,1,NA,75,2,1,NA,"G-02"
816209,199501,89,231,68580,2,NA,77,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,68,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,68,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,78,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,72,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,69,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,69,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,72,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,81,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,73,2,1,NA,"F-04"
816209,199501,89,231,68580,2,NA,75,2,1,NA,"F-04"
816209,199501,89,231,68580,1,NA,109,2,1,NA,"F-04"
816209,199501,89,231,68580,1,NA,94,2,1,NA,"F-04"
816209,199501,89,231,68580,1,NA,97,2,1,NA,"F-04"
816209,199501,89,231,68580,1,NA,99,2,1,NA,"F-04"
816216,199501,89,238,68560,1,NA,135,4,1,NA,"F-05"
816216,199501,89,238,68560,1,NA,129,4,1,NA,"F-05"
816216,199501,89,238,68560,1,NA,110,4,1,NA,"F-05"
816216,199501,89,238,68560,1,NA,138,4,1,NA,"F-05"
816216,199501,89,238,68560,1,NA,105,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,93,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,79,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,87,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,79,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,86,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,83,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,86,4,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,77,2,1,NA,"F-05"
816216,199501,89,238,68560,2,NA,90,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,96,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,94,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,100,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,99,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,98,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,98,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,86,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,87,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,100,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,92,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,106,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,88,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,91,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,70,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,92,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,99,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,86,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,96,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,95,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,102,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,89,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,100,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,94,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,90,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,85,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,83,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,65,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,84,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,91,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,96,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,87,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,97,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,89,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,87,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,80,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,65,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,88,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,79,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,94,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,93,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,91,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,88,2,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,82,3,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,59,3,1,NA,"F-05"
816216,199501,89,238,68580,1,NA,58,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,144,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,142,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,120,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,94,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,139,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,133,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,111,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,114,2,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,125,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,135,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,130,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,146,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,78,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,115,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,112,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,108,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,125,4,1,NA,"F-05"
816217,199501,89,239,68560,1,NA,127,4,1,NA,"F-05"
816217,199501,89,239,68580,1,NA,90,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,119,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,112,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,108,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,93,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,96,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,91,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,92,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,95,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,91,2,1.9133,NA,"F-05"
816196,199501,89,218,68580,1,NA,62,2,1,NA,"K-18"
816196,199501,89,218,68580,1,NA,73,2,1,NA,"K-18"
816196,199501,89,218,68580,1,NA,78,2,1,NA,"K-18"
816196,199501,89,218,68580,1,NA,68,2,1,NA,"K-18"
816196,199501,89,218,68580,1,NA,66,4,1,NA,"K-18"
816196,199501,89,218,68580,1,NA,69,4,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,93,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,81,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,65,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,61,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,75,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,69,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,65,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,71,2,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,53,4,1,NA,"K-18"
816197,199501,89,219,68580,1,NA,73,4,1,NA,"K-18"
816197,199501,89,219,69400,1,72,NA,2,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,56,2,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,64,2,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,64,2,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,70,2,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,76,2,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,76,4,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,66,3,1,NA,"K-18"
816198,199501,89,220,68580,1,NA,64,4,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,83,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,81,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,70,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,68,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,74,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,92,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,54,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,58,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,83,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,98,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,64,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,84,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,78,2,1,NA,"K-18"
816199,199501,89,221,68580,1,NA,76,2,1,NA,"K-18"
816199,199501,89,221,68580,2,NA,58,3,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,90,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,74,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,72,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,67,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,76,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,63,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,75,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,59,2,1,NA,"K-18"
816200,199501,89,222,68580,1,NA,64,4,1,NA,"K-18"
816201,199501,89,223,68580,1,NA,87,2,1,NA,"K-18"
816201,199501,89,223,68580,1,NA,78,2,1,NA,"K-18"
816210,199501,89,232,68580,1,NA,97,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,95,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,79,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,94,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,85,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,95,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,89,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,98,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,87,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,100,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,79,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,84,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,91,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,107,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,94,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,85,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,87,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,92,2,1.6781,NA,"F-04"
816203,199501,89,225,68580,1,NA,66,2,2.0347,NA,"G-02"
816217,199501,89,239,68580,1,NA,93,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,112,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,93,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,90,2,1.9133,NA,"F-05"
816217,199501,89,239,68580,1,NA,78,2,1.9133,NA,"F-05"
816203,199501,89,225,68580,1,NA,89,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,100,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,84,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,66,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,82,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,79,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,87,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,84,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,91,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,100,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,86,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,88,2,2.0347,NA,"G-02"
816203,199501,89,225,68580,1,NA,87,2,2.0347,NA,"G-02"
816210,199501,89,232,68580,1,NA,95,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,82,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,106,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,99,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,93,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,87,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,72,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,94,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,100,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,102,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,92,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,97,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,98,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,98,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,96,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,74,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,96,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,77,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,87,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,88,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,107,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,86,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,88,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,96,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,80,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,85,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,87,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,98,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,90,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,72,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,67,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,91,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,72,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,70,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,78,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,73,4,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,62,3,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,48,3,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,62,3,1.6781,NA,"F-04"
816210,199501,89,232,68560,2,NA,92,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,79,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,68,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,74,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,74,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,78,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,76,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,79,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,88,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,98,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,74,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,86,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,82,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,78,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,93,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,42,2,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,75,2,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,72,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,78,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,72,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,72,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,67,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,91,4,1,NA,"F-04"
816210,199501,89,232,68560,2,NA,74,4,1,NA,"F-04"
816218,199501,89,240,68580,1,NA,102,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,101,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,94,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,104,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,78,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,84,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,114,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,109,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,96,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,86,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,132,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,85,2,1,NA,"F-05"
816218,199501,89,240,68580,1,NA,78,4,1,NA,"F-05"
816219,199501,89,241,68560,1,NA,111,4,1,NA,"F-05"
816210,199501,89,232,68580,1,NA,79,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,94,2,1.6781,NA,"F-04"
816210,199501,89,232,68580,1,NA,80,2,1.6781,NA,"F-04"
