SPECIES_CODE,SEX,WIDTH,LENGTH,SHELL_CONDITION,SAMPLING_FACTOR,VESSEL,HAUL,CRUISE
69322,1,,142,3,1,89,418,199801
69322,2,,108,2,1,89,418,199801
69322,1,,162,2,1,89,418,199801
69322,1,,127,3,1,89,418,199801
69322,1,,116,2,1,89,418,199801
69322,1,,122,2,1,89,418,199801
69322,1,,119,2,1,89,418,199801
69322,1,,127,2,1,89,418,199801
69322,1,,165,5,1,89,418,199801
69322,2,,101,2,1,89,418,199801
68560,1,106,,3,1,88,419,199801
68560,1,116,,3,1,88,419,199801
68560,1,134,,2,1,88,419,199801
69322,2,,136,2,1,88,419,199801
69322,2,,141,2,1,88,419,199801
69322,1,,129,2,1,88,419,199801
69322,1,,153,5,1,88,419,199801
69322,1,,165,5,1,88,419,199801
69322,2,,152,2,1,88,419,199801
69322,2,,106,2,1,88,419,199801
69322,2,,113,2,1,88,419,199801
69322,2,,122,2,1,88,419,199801
69322,1,,132,2,1,88,419,199801
68560,1,153,,5,1,89,419,199801
68560,1,157,,5,1,89,419,199801
68560,1,158,,5,1,89,419,199801
68560,1,168,,5,1,89,419,199801
68580,1,82,,3,1,89,419,199801
68580,1,70,,4,1,89,419,199801
68580,1,75,,5,1,89,419,199801
68580,1,109,,3,1,89,419,199801
68580,1,74,,5,1,89,419,199801
68580,1,69,,4,1,89,419,199801
69322,2,,113,2,1,89,419,199801
69322,2,,130,2,1,89,419,199801
69322,2,,106,2,1,89,419,199801
69322,2,,132,2,1,89,419,199801
69322,2,,103,2,1,89,419,199801
69322,2,,111,2,1,89,419,199801
69322,1,,109,3,1,89,419,199801
69322,2,,145,2,1,89,419,199801
69322,2,,103,2,1,89,419,199801
69322,2,,160,2,1,89,419,199801
69322,2,,105,2,1,89,419,199801
69322,2,,104,2,1,89,419,199801
69322,1,,112,3,1,89,419,199801
69322,2,,132,2,1,89,419,199801
69322,2,,152,2,1,89,419,199801
69322,1,,111,2,1,89,419,199801
69322,2,,146,2,1,89,419,199801
69322,2,,90,2,1,89,419,199801
69322,1,,125,3,1,89,419,199801
69322,1,,127,3,1,89,419,199801
69322,1,,130,3,1,89,419,199801
69322,1,,147,4,1,89,419,199801
69322,2,,110,2,1,89,419,199801
69322,2,,108,2,1,89,419,199801
69322,1,,148,4,1,89,419,199801
68560,2,62,,2,1,88,420,199801
68560,2,106,,5,1,88,420,199801
68560,1,111,,4,1,88,420,199801
68560,1,127,,1,1,88,420,199801
68580,1,83,,4,1,88,420,199801
69322,1,,123,2,1,88,420,199801
69322,1,,125,2,1,88,420,199801
69322,2,,134,2,1,88,420,199801
69322,2,,154,2,1,88,420,199801
69322,2,,132,2,1,88,420,199801
69322,2,,132,2,1,88,420,199801
69322,1,,138,2,1,88,420,199801
69322,2,,134,2,1,88,420,199801
69322,1,,116,2,1,88,420,199801
69322,1,,149,2,1,88,420,199801
69322,1,,131,2,1,88,420,199801
69322,1,,136,2,1,88,420,199801
69322,1,,123,2,1,88,420,199801
69322,2,,101,2,1,88,420,199801
68580,1,96,,4,1,89,420,199801
68580,1,79,,4,1,89,420,199801
68580,1,112,,3,1,89,420,199801
68580,1,75,,3,1,89,420,199801
68580,1,105,,4,1,89,420,199801
68580,1,81,,4,1,89,420,199801
69322,2,,119,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,114,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,144,2,1,89,420,199801
69322,2,,139,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,94,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,111,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,111,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,99,2,1,89,420,199801
69322,2,,115,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,96,2,1,89,420,199801
69322,2,,96,2,1,89,420,199801
69322,2,,94,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,118,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,126,2,1,89,420,199801
69322,2,,94,2,1,89,420,199801
69322,2,,95,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,133,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,117,2,1,89,420,199801
69322,1,,138,3,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,1,,110,3,1,89,420,199801
69322,1,,85,2,1,89,420,199801
69322,1,,119,3,1,89,420,199801
69322,1,,101,3,1,89,420,199801
69322,1,,112,3,1,89,420,199801
69322,1,,86,2,1,89,420,199801
69322,1,,94,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,1,,97,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,113,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,87,2,1,89,420,199801
69322,1,,80,2,1,89,420,199801
69322,1,,146,3,1,89,420,199801
69322,2,,90,2,1,89,420,199801
69322,2,,91,2,1,89,420,199801
69322,2,,87,2,1,89,420,199801
69322,2,,85,2,1,89,420,199801
69322,1,,159,4,1,89,420,199801
69322,1,,149,3,1,89,420,199801
69322,1,,152,3,1,89,420,199801
69322,1,,126,3,1,89,420,199801
69322,1,,119,3,1,89,420,199801
69322,1,,131,3,1,89,420,199801
69322,1,,108,2,1,89,420,199801
69322,1,,96,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,1,,133,3,1,89,420,199801
69322,1,,165,4,1,89,420,199801
69322,1,,145,4,1,89,420,199801
69322,1,,128,4,1,89,420,199801
69322,1,,162,4,1,89,420,199801
69322,1,,160,4,1,89,420,199801
69322,1,,146,3,1,89,420,199801
69322,1,,105,2,1,89,420,199801
69322,1,,117,2,1,89,420,199801
69322,1,,118,2,1,89,420,199801
69322,1,,136,3,1,89,420,199801
69322,2,,113,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,143,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,94,2,1,89,420,199801
69322,2,,114,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,111,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,1,,93,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,129,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,118,2,1,89,420,199801
69322,2,,122,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,108,2,1,89,420,199801
69322,2,,132,2,1,89,420,199801
69322,2,,150,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,116,2,1,89,420,199801
69322,2,,111,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,94,2,1,89,420,199801
69322,2,,115,2,1,89,420,199801
69322,2,,138,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,123,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,2,,113,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,2,,104,2,1,89,420,199801
69322,2,,93,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,113,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,124,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,141,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,2,,136,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,112,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,127,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,107,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,111,2,1,89,420,199801
69322,1,,83,2,1,89,420,199801
69322,2,,93,2,1,89,420,199801
69322,1,,91,2,1,89,420,199801
69322,2,,94,2,1,89,420,199801
69322,1,,90,2,1,89,420,199801
69322,1,,94,2,1,89,420,199801
69322,1,,83,2,1,89,420,199801
69322,1,,82,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,86,2,1,89,420,199801
69322,1,,82,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,93,2,1,89,420,199801
69322,2,,83,2,1,89,420,199801
69322,2,,92,2,1,89,420,199801
69322,2,,125,2,1,89,420,199801
69322,2,,103,2,1,89,420,199801
69322,1,,109,2,1,89,420,199801
69322,2,,88,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,97,2,1,89,420,199801
69322,1,,91,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,87,2,1,89,420,199801
69322,2,,129,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,116,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,2,,100,2,1,89,420,199801
69322,2,,101,2,1,89,420,199801
69322,2,,109,2,1,89,420,199801
69322,2,,134,2,1,89,420,199801
69322,2,,106,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,110,2,1,89,420,199801
69322,1,,96,2,1,89,420,199801
69322,2,,102,2,1,89,420,199801
69322,2,,138,2,1,89,420,199801
69322,2,,146,2,1,89,420,199801
69322,2,,98,2,1,89,420,199801
69322,2,,96,2,1,89,420,199801
69322,2,,105,2,1,89,420,199801
69322,1,,114,2,1,89,420,199801
69322,2,,141,2,1,88,421,199801
69322,1,,125,2,1,88,421,199801
69322,1,,150,3,1,88,421,199801
69322,1,,129,2,1,88,421,199801
69322,1,,128,2,1,88,421,199801
69322,1,,153,3,1,88,421,199801
69322,1,,156,4,1,88,421,199801
69322,1,,123,2,1,88,421,199801
69322,1,,168,3,1,88,421,199801
69322,2,,148,1,1,88,421,199801
69322,1,,138,3,1,88,421,199801
69322,1,,155,3,1,88,421,199801
69322,1,,158,2,1,88,421,199801
69322,1,,125,2,1,88,421,199801
69322,1,,159,3,1,88,421,199801
69322,1,,146,3,1,88,421,199801
69322,2,,138,2,1,88,421,199801
69322,2,,163,1,1,88,421,199801
69322,2,,134,2,1,88,421,199801
68560,2,86,,5,1,89,421,199801
68560,2,88,,5,1,89,421,199801
68560,1,154,,4,1,89,421,199801
68560,1,156,,4,1,89,421,199801
68580,1,81,,3,1,89,421,199801
69322,1,,87,2,1,89,421,199801
69322,1,,103,2,1,89,421,199801
69322,1,,117,2,1,89,421,199801
69322,1,,155,5,1,89,421,199801
69322,1,,149,4,1,89,421,199801
69322,1,,165,4,1,89,421,199801
69322,1,,104,3,1,89,421,199801
69322,1,,149,5,1,89,421,199801
69322,1,,130,2,1,89,421,199801
69322,1,,85,2,1,89,421,199801
69322,1,,92,2,1,89,421,199801
69322,1,,83,2,1,89,421,199801
69322,1,,103,2,1,89,421,199801
69322,1,,91,2,1,89,421,199801
69322,2,,85,2,1,89,421,199801
69322,2,,76,2,1,89,421,199801
69322,1,,90,2,1,89,421,199801
69322,2,,98,2,1,89,421,199801
69322,2,,84,2,1,89,421,199801
69322,2,,88,2,1,89,421,199801
69322,2,,108,2,1,89,421,199801
69322,2,,92,2,1,89,421,199801
69322,1,,96,2,1,89,421,199801
69322,2,,88,2,1,89,421,199801
69322,2,,81,2,1,89,421,199801
69322,2,,89,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,82,2,1,89,421,199801
69322,1,,89,2,1,89,421,199801
69322,2,,87,2,1,89,421,199801
69322,2,,125,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,112,2,1,89,421,199801
69322,2,,101,2,1,89,421,199801
69322,2,,82,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,93,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,111,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,101,2,1,89,421,199801
69322,2,,108,2,1,89,421,199801
69322,2,,99,2,1,89,421,199801
69322,1,,156,4,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,108,2,1,89,421,199801
69322,2,,95,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,111,2,1,89,421,199801
69322,2,,146,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,1,,103,2,1,89,421,199801
69322,2,,96,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,1,,123,3,1,89,421,199801
69322,2,,104,2,1,89,421,199801
69322,2,,108,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,111,2,1,89,421,199801
69322,2,,106,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,101,2,1,89,421,199801
69322,2,,99,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,136,2,1,89,421,199801
69322,2,,137,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,106,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,114,2,1,89,421,199801
69322,2,,101,2,1,89,421,199801
69322,2,,108,2,1,89,421,199801
69322,2,,97,2,1,89,421,199801
69322,2,,106,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,98,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,114,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,106,2,1,89,421,199801
69322,2,,114,2,1,89,421,199801
69322,2,,111,2,1,89,421,199801
69322,2,,104,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,104,2,1,89,421,199801
69322,2,,115,2,1,89,421,199801
69322,2,,110,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,96,2,1,89,421,199801
69322,2,,140,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,126,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,111,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,147,2,1,89,421,199801
69322,2,,122,2,1,89,421,199801
69322,2,,106,2,1,89,421,199801
69322,2,,131,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,140,2,1,89,421,199801
69322,2,,106,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,104,2,1,89,421,199801
69322,2,,115,2,1,89,421,199801
69322,2,,108,2,1,89,421,199801
69322,2,,105,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
69322,2,,127,2,1,89,421,199801
69322,2,,142,2,1,89,421,199801
69322,2,,128,2,1,89,421,199801
69322,2,,104,2,1,89,421,199801
69322,2,,99,2,1,89,421,199801
69322,2,,151,2,1,89,421,199801
69322,2,,102,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,101,2,1,89,421,199801
69322,2,,100,2,1,89,421,199801
69322,2,,107,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,109,2,1,89,421,199801
69322,2,,122,2,1,89,421,199801
69322,2,,101,2,1,89,421,199801
69322,2,,103,2,1,89,421,199801
68560,2,98,,5,1,88,422,199801
68560,1,132,,4,1,88,422,199801
68560,1,146,,2,1,88,422,199801
68560,1,148,,4,1,88,422,199801
68560,1,156,,3,1,88,422,199801
68580,1,87,,3,1,88,422,199801
68580,1,103,,3,1,88,422,199801
69322,2,,111,2,1,88,422,199801
69322,1,,116,2,1,88,422,199801
69322,1,,112,2,1,88,422,199801
69322,1,,166,3,1,88,422,199801
69322,1,,126,2,1,88,422,199801
69322,1,,113,2,1,88,422,199801
69322,1,,140,3,1,88,422,199801
69322,1,,122,2,1,88,422,199801
69322,1,,125,2,1,88,422,199801
69322,1,,125,2,1,88,422,199801
69322,1,,120,2,1,88,422,199801
69322,1,,173,3,1,88,422,199801
69322,1,,165,2,1,88,422,199801
69322,1,,143,3,1,88,422,199801
69322,2,,138,2,1,88,422,199801
69322,2,,141,2,1,88,422,199801
69322,1,,141,2,1,88,422,199801
69322,2,,137,2,1,88,422,199801
69322,1,,135,3,1,88,422,199801
69322,2,,111,2,1,88,422,199801
69322,1,,138,3,1,88,422,199801
69322,1,,106,2,1,88,422,199801
69322,1,,162,4,1,88,422,199801
69322,1,,125,2,1,88,422,199801
69322,1,,95,2,1,88,422,199801
69322,1,,124,3,1,88,422,199801
69322,2,,103,2,1,88,422,199801
69322,2,,120,2,1,88,422,199801
69322,1,,145,3,1,88,422,199801
69322,1,,152,3,1,88,422,199801
68560,1,108,,3,1,89,422,199801
68560,1,118,,2,1,89,422,199801
68560,1,122,,3,1,89,422,199801
68560,1,140,,4,1,89,422,199801
68580,1,74,,4,1,89,422,199801
68580,1,103,,3,1,89,422,199801
69322,2,,103,2,1,89,422,199801
69322,2,,116,2,1,89,422,199801
69322,2,,106,2,1,89,422,199801
69322,2,,114,2,1,89,422,199801
69322,2,,111,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,138,2,1,89,422,199801
69322,2,,105,2,1,89,422,199801
69322,2,,116,2,1,89,422,199801
69322,2,,108,2,1,89,422,199801
69322,2,,100,2,1,89,422,199801
69322,2,,134,2,1,89,422,199801
69322,2,,136,2,1,89,422,199801
69322,2,,100,2,1,89,422,199801
69322,2,,106,2,1,89,422,199801
69322,2,,132,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,111,2,1,89,422,199801
69322,2,,99,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,103,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,133,2,1,89,422,199801
69322,2,,99,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,103,2,1,89,422,199801
69322,2,,118,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,110,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,118,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,100,2,1,89,422,199801
69322,2,,148,2,1,89,422,199801
69322,2,,109,2,1,89,422,199801
69322,2,,106,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,1,,86,2,1,89,422,199801
69322,2,,114,2,1,89,422,199801
69322,2,,100,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,109,2,1,89,422,199801
69322,2,,109,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,106,2,1,89,422,199801
69322,2,,97,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,96,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,107,2,1,89,422,199801
69322,2,,114,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,105,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,125,2,1,89,422,199801
69322,2,,111,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,1,,96,2,1,89,422,199801
69322,2,,105,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,2,,103,2,1,89,422,199801
69322,2,,103,2,1,89,422,199801
69322,2,,96,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,97,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,95,2,1,89,422,199801
69322,2,,108,2,1,89,422,199801
69322,2,,108,2,1,89,422,199801
69322,2,,100,2,1,89,422,199801
69322,2,,108,2,1,89,422,199801
69322,2,,110,2,1,89,422,199801
69322,2,,96,2,1,89,422,199801
69322,2,,106,2,1,89,422,199801
69322,2,,92,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,111,2,1,89,422,199801
69322,2,,105,2,1,89,422,199801
69322,2,,145,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,136,2,1,89,422,199801
69322,2,,93,2,1,89,422,199801
69322,2,,104,2,1,89,422,199801
69322,2,,111,2,1,89,422,199801
69322,2,,95,2,1,89,422,199801
69322,1,,118,2,1,89,422,199801
69322,2,,90,2,1,89,422,199801
69322,2,,105,2,1,89,422,199801
69322,2,,102,2,1,89,422,199801
69322,2,,101,2,1,89,422,199801
69322,1,,119,2,1,89,422,199801
69322,2,,113,2,1,89,422,199801
69322,2,,103,2,1,89,422,199801
69322,2,,93,2,1,89,422,199801
69322,2,,92,2,1,89,422,199801
69322,2,,95,2,1,89,422,199801
69322,2,,94,2,1,89,422,199801
69322,1,,110,2,1,89,422,199801
69322,2,,111,2,1,89,422,199801
69322,1,,125,3,1,89,422,199801
69322,2,,135,2,1,89,422,199801
69322,2,,109,2,1,89,422,199801
69322,1,,76,2,1,89,422,199801
69322,2,,110,2,1,89,422,199801
69322,1,,110,2,1,89,422,199801
69322,1,,119,2,1,89,422,199801
69322,1,,92,2,1,89,422,199801
69322,2,,99,2,1,89,422,199801
69322,1,,100,2,1,89,422,199801
69322,1,,90,2,1,89,422,199801
69322,1,,124,3,1,89,422,199801
69322,1,,139,4,1,89,422,199801
69322,1,,154,4,1,89,422,199801
69322,1,,176,5,1,89,422,199801
69322,2,,106,2,1,89,422,199801
69322,2,,108,2,1,89,422,199801
69322,1,,85,2,1,89,422,199801
69322,2,,113,2,1,89,422,199801
68560,1,130,,2,1,88,423,199801
68560,1,138,,4,1,88,423,199801
68580,1,111,,3,1,88,423,199801
68580,1,103,,3,1,88,423,199801
69322,1,,113,2,1,88,423,199801
69322,2,,127,2,1,88,423,199801
69322,2,,129,2,1,88,423,199801
69322,2,,103,2,1,88,423,199801
69322,2,,131,2,1,88,423,199801
69322,2,,130,2,1,88,423,199801
69322,1,,117,2,1,88,423,199801
69322,2,,157,2,1,88,423,199801
69322,2,,102,2,1,88,423,199801
69322,1,,123,2,1,88,423,199801
69322,1,,117,2,1,88,423,199801
69322,2,,100,2,1,88,423,199801
69322,1,,136,2,1,88,423,199801
69322,1,,131,3,1,88,423,199801
69322,2,,100,2,1,88,423,199801
69322,1,,140,2,1,88,423,199801
69322,1,,125,3,1,88,423,199801
69322,1,,131,2,1,88,423,199801
69322,1,,120,2,1,88,423,199801
69322,1,,112,2,1,88,423,199801
69322,1,,117,2,1,88,423,199801
69322,1,,109,2,1,88,423,199801
69322,1,,116,2,1,88,423,199801
69322,1,,146,3,1,88,423,199801
69322,1,,163,3,1,88,423,199801
69322,1,,124,2,1,88,423,199801
69322,1,,150,3,1,88,423,199801
69322,1,,173,4,1,88,423,199801
69322,1,,144,3,1,88,423,199801
69322,1,,141,3,1,88,423,199801
69322,2,,139,2,1,88,423,199801
69322,1,,133,2,1,88,423,199801
69322,2,,112,2,1,88,423,199801
69322,1,,118,2,1,88,423,199801
69322,1,,113,2,1,88,423,199801
69322,1,,111,2,1,88,423,199801
69322,1,,133,3,1,88,423,199801
69322,1,,125,3,1,88,423,199801
69322,1,,142,2,1,88,423,199801
69322,1,,149,3,1,88,423,199801
69322,2,,120,2,1,88,423,199801
69322,1,,113,2,1,88,423,199801
69322,1,,141,2,1,88,423,199801
69322,1,,117,2,1,88,423,199801
69322,1,,161,3,1,88,423,199801
69322,2,,107,2,1,88,423,199801
69322,1,,162,3,1,88,423,199801
69322,1,,135,3,1,88,423,199801
69322,1,,111,2,1,88,423,199801
69322,1,,106,2,1,88,423,199801
69322,1,,118,2,1,88,423,199801
69322,1,,111,2,1,88,423,199801
69322,1,,128,2,1,88,423,199801
68560,1,98,,5,1,89,423,199801
